orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,HMIS-MIAR-MNC- Cases Antenatal Visit- First,HMIS-MIAR-MNC- Cases Antenatal Visit – Second,HMIS-MIAR-MNC- Cases Antenatal Visit – Third,HMIS-MIAR-MNC- Cases Antenatal Visit – Fourth,HMIS-MIAR-MNC- Cases Antenatal Visit – Other,HMIS-MIAR-MNC- Cases Postnatal Visit – First,HMIS-MIAR-MNC- Cases Postnatal Visit – Second,HMIS-MIAR-MNC- Cases Postnatal Visit – Other,HMIS-MIAR-OPD- New Patients/Clients,HMIS-MNC- Cases/Admit Women received uterotonic in the third stage of labor,HMIS-MNC- Cases/Admit Antepartum Hemorrhage,HMIS- Cases/Admit Postpartum Hemorrhage,HMIS-MNC- Cases/Admit Eclampsia,HMIS-MNC- Cases/Admit Pre-eclampsia,HMIS- Cases/admit Normal delivery at facility,HMIS- Cases/Admit Assisted delivery at facility,HMIS-HMIR-MNC- Admit Cesarean Section,HMIS-MNC- Cases/Admit Babies breastfeeding at 1st hours of Birth,HMIS-MNC- Cases/Admit Newborn resuscitated,HMIS-MNC- Cases/Admit Low Birth Weight,HMIS-MNC- Cases/Admit Newborn Alive,HMIS-MNC- Neonatal Death due,HMIS-MNC- Stillbirth,HMIS-MNC- Stillbirth Fresh,HMIS-MNC- Stillbirth Rotten,HMIS- Cases/Admit Sepsis,HMIS-MNC- Cases/Admit Asphyxia,HMIS-MNC- Cases/Admit Other Neonatal Complication,HMIS-MNC- Cases/Admit Premature,HMIS-MNC- Neonatal Death due preterm Birth,HMIS-MNC- Neonatal Death due Sepsis,HMIS-MNC- Neonatal Death due Other causes,HMIS-MNC- Neonatal Death due Asphyxia,HMIS- Maternal deaths at the clinics,HMIS- Total number of Neonatal deaths
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202504,April 2025,202504,,13,,,,,5,,,812,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202505,May 2025,202505,,12,,,,,,,,819,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202506,June 2025,202506,,9,,,,,7,,,849,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202507,July 2025,202507,,9,,,,,3,,,979,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202508,August 2025,202508,,7,,,,,2,,,854,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202509,September 2025,202509,,10,,,,,,3,,1039,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202510,October 2025,202510,,34,,,,,3,,,855,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202511,November 2025,202511,,2,17,,,,,,,828,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Lal Poor,Mother and Child MHT(9826),dvZBKNhX0B5,Mother and Child MHT(9826),AF-F- 9826,,202512,December 2025,202512,,4,3,3,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202503,March 2025,202503,,30,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202504,April 2025,202504,,27,,,,,3,,,694,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202505,May 2025,202505,,31,,,,,5,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202506,June 2025,202506,,22,,,,,3,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202507,July 2025,202507,,27,,,,,19,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202508,August 2025,202508,,37,,,,,19,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202509,September 2025,202509,,10,5,8,,,2,,,578,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202510,October 2025,202510,,43,,14,18,,8,,,724,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202511,November 2025,202511,,7,,10,25,,3,2,,702,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child MHT(9827),hDOAlcQLlTi,Mother and Child MHT(9827),AF-F- 9827,,202512,December 2025,202512,,34,,,,,2,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child Mobile Clinic(20385),fb2eUBncW1E,Mother and Child Mobile Clinic(20385),AF-F- 20385,,202510,October 2025,202510,,24,15,11,8,,1,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child Mobile Clinic(20385),fb2eUBncW1E,Mother and Child Mobile Clinic(20385),AF-F- 20385,,202511,November 2025,202511,,31,12,9,8,,5,,,889,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Mother and Child Mobile Clinic(20385),fb2eUBncW1E,Mother and Child Mobile Clinic(20385),AF-F- 20385,,202512,December 2025,202512,,36,15,9,11,,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202505,May 2025,202505,,2,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202506,June 2025,202506,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202507,July 2025,202507,,1,4,2,,1,,2,,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202508,August 2025,202508,,2,2,3,2,,,1,,227,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202509,September 2025,202509,,1,3,1,2,,,,1,213,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202510,October 2025,202510,,3,1,2,1,2,,1,,175,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202511,November 2025,202511,,1,4,1,,,,3,,262,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Waras,Mother and Child MS Leady Center(9849),zUalicNwrIi,Mother and Child MS Leady Center(9849),AF-F- 9849,,202512,December 2025,202512,,,4,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Mother and Child MS Leady Center(9850),MYq0hMMZrvu,Mother and Child MS Leady Center(9850),AF-F- 9850,,202505,May 2025,202505,,5,1,,1,,1,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Mother and Child MS Leady Center(9850),MYq0hMMZrvu,Mother and Child MS Leady Center(9850),AF-F- 9850,,202506,June 2025,202506,,2,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Mother and Child MS Leady Center(9850),MYq0hMMZrvu,Mother and Child MS Leady Center(9850),AF-F- 9850,,202507,July 2025,202507,,1,1,2,,,1,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Mother and Child MS Leady Center(9850),MYq0hMMZrvu,Mother and Child MS Leady Center(9850),AF-F- 9850,,202508,August 2025,202508,,1,3,1,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Mother and Child MS Leady Center(9850),MYq0hMMZrvu,Mother and Child MS Leady Center(9850),AF-F- 9850,,202510,October 2025,202510,,2,3,,,,2,1,,259,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Mother and Child MS Leady Center(9850),MYq0hMMZrvu,Mother and Child MS Leady Center(9850),AF-F- 9850,,202511,November 2025,202511,,4,1,4,2,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Mother and Child MS Leady Center(9850),MYq0hMMZrvu,Mother and Child MS Leady Center(9850),AF-F- 9850,,202512,December 2025,202512,,2,3,3,2,,1,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Yakawlang,Mother and Child MS Leady Center(9851),o9aQY0e7lAX,Mother and Child MS Leady Center(9851),AF-F- 9851,,202505,May 2025,202505,,3,,,,,,,2,56,,,,,,,,,,,,,,,,,,,,,,,,,,
