orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,HMIS-MIAR-MNC- Cases Antenatal Visit- First,HMIS-MIAR-MNC- Cases Antenatal Visit – Second,HMIS-MIAR-MNC- Cases Antenatal Visit – Third,HMIS-MIAR-MNC- Cases Antenatal Visit – Fourth,HMIS-MIAR-MNC- Cases Antenatal Visit – Other,HMIS-MIAR-MNC- Cases Postnatal Visit – First,HMIS-MIAR-MNC- Cases Postnatal Visit – Second,HMIS-MIAR-MNC- Cases Postnatal Visit – Other,HMIS-MIAR-OPD- New Patients/Clients,HMIS-MNC- Cases/Admit Women received uterotonic in the third stage of labor,HMIS-MNC- Cases/Admit Antepartum Hemorrhage,HMIS- Cases/Admit Postpartum Hemorrhage,HMIS-MNC- Cases/Admit Eclampsia,HMIS-MNC- Cases/Admit Pre-eclampsia,HMIS- Cases/admit Normal delivery at facility,HMIS- Cases/Admit Assisted delivery at facility,HMIS-HMIR-MNC- Admit Cesarean Section,HMIS-MNC- Cases/Admit Babies breastfeeding at 1st hours of Birth,HMIS-MNC- Cases/Admit Newborn resuscitated,HMIS-MNC- Cases/Admit Low Birth Weight,HMIS-MNC- Cases/Admit Newborn Alive,HMIS-MNC- Neonatal Death due,HMIS-MNC- Stillbirth,HMIS-MNC- Stillbirth Fresh,HMIS-MNC- Stillbirth Rotten,HMIS- Cases/Admit Sepsis,HMIS-MNC- Cases/Admit Asphyxia,HMIS-MNC- Cases/Admit Other Neonatal Complication,HMIS-MNC- Cases/Admit Premature,HMIS-MNC- Neonatal Death due preterm Birth,HMIS-MNC- Neonatal Death due Sepsis,HMIS-MNC- Neonatal Death due Other causes,HMIS-MNC- Neonatal Death due Asphyxia,HMIS- Maternal deaths at the clinics,HMIS- Total number of Neonatal deaths
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202503,March 2025,202503,,19,10,5,5,35,10,11,12,1330,9,,1,,,9,,,9,,,9,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202504,April 2025,202504,,16,14,7,7,27,9,6,17,1123,8,,1,,,8,,,7,,,7,,1,,1,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202505,May 2025,202505,,21,16,13,4,21,7,10,15,1307,7,,,,,7,,,7,,,7,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202506,June 2025,202506,,20,21,11,16,16,2,5,11,1100,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202507,July 2025,202507,,18,17,11,9,27,9,14,16,1170,9,,,,,9,,,9,,1,9,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202508,August 2025,202508,,22,17,17,11,22,9,8,20,1270,9,2,,,,9,,,9,,,9,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202509,September 2025,202509,,10,18,18,14,25,7,8,14,1100,6,,,,,6,,,6,,,6,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202510,October 2025,202510,,15,9,13,12,33,6,8,14,1050,6,,,,,6,,,6,,,6,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202511,November 2025,202511,,18,13,9,9,26,7,5,12,1195,7,,1,,,7,,,7,,,7,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Kohmard,Dorushtak SHC(2549),WLoLW2GEUdj,Dorushtak SHC(2549),AF-F- 2549,,202512,December 2025,202512,,18,12,12,8,31,4,4,11,1624,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202501,January 2025,202501,,13,19,8,5,7,5,3,1,1275,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202502,February 2025,202502,,5,13,11,9,11,2,4,3,1495,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202503,March 2025,202503,,17,8,11,12,14,6,5,2,1318,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202504,April 2025,202504,,26,10,10,4,15,9,13,5,1391,,,,,,2,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202505,May 2025,202505,,18,17,4,8,17,19,15,10,1494,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202506,June 2025,202506,,13,8,14,5,12,5,13,11,1367,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202507,July 2025,202507,,20,15,8,6,15,5,10,16,1411,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202508,August 2025,202508,,29,10,8,5,6,3,12,10,1269,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202509,September 2025,202509,,28,14,8,8,7,4,12,15,1322,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202510,October 2025,202510,,10,13,6,5,10,4,8,10,1157,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202511,November 2025,202511,,13,8,4,3,9,1,6,9,1077,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Dostkheil SC(3747),JIyFnwlsJD9,Dostkheil SC(3747),AF-F- 3747,,202512,December 2025,202512,,7,9,3,,3,,,1,1147,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202501,January 2025,202501,,24,29,28,10,6,17,17,18,1458,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202502,February 2025,202502,,25,22,17,5,2,15,12,12,1546,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202503,March 2025,202503,,17,12,16,14,4,17,13,16,1432,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202504,April 2025,202504,,24,14,7,13,5,16,5,1,1377,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202505,May 2025,202505,,41,16,10,10,10,14,12,8,1450,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202506,June 2025,202506,,25,19,8,3,8,14,9,7,1294,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202507,July 2025,202507,,46,47,19,8,5,20,16,19,1341,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202508,August 2025,202508,,35,40,30,16,6,15,17,35,1369,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202509,September 2025,202509,,7,6,1,1,,7,1,3,1578,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202510,October 2025,202510,,1,,2,1,,1,,,1281,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202511,November 2025,202511,,38,28,13,3,,13,10,6,1087,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Nazyan,Dowa Khola Nazyan Clinic(2167),IyAhQFutJZO,Dowa Khola Nazyan Clinic(2167),AF-F- 2167,,202512,December 2025,202512,,43,27,11,4,5,12,14,8,826,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202501,January 2025,202501,,14,7,4,4,4,2,2,11,1244,,,,,,2,,,2,,1,2,,,,,,,,1,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202502,February 2025,202502,,10,9,2,4,7,1,2,15,1387,,,,,,,1,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202503,March 2025,202503,,13,7,4,4,6,2,1,9,1086,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202504,April 2025,202504,,12,5,4,4,4,1,5,9,1107,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202505,May 2025,202505,,16,9,6,3,6,3,5,12,1516,,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202506,June 2025,202506,,7,5,4,5,5,2,4,11,1204,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202507,July 2025,202507,,6,7,3,3,9,3,4,6,1440,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202508,August 2025,202508,,9,5,4,1,6,3,6,11,1159,,,,,,3,,,,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202509,September 2025,202509,,9,8,3,3,3,1,3,8,1233,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202510,October 2025,202510,,13,6,4,2,4,1,1,9,830,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202511,November 2025,202511,,12,6,2,1,3,2,3,8,1243,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Chak-e-Wardak,Dr. Abdullah Omar SC(3498),gjA8a1truv8,Dr. Abdullah Omar SC(3498),AF-F- 3498,,202512,December 2025,202512,,10,6,2,1,1,1,1,9,1131,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202501,January 2025,202501,,49,54,50,34,31,54,25,36,3930,46,,,,,46,,,46,,,46,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202502,February 2025,202502,,42,37,51,32,31,48,43,35,4494,46,,,,,46,,,45,,,45,,1,1,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202503,March 2025,202503,,35,45,42,44,24,62,47,71,3625,46,,,,,46,,,45,,,45,,1,1,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202504,April 2025,202504,,53,46,45,38,15,58,52,60,2999,50,,,,,50,,,49,,,49,,1,1,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202505,May 2025,202505,,57,47,46,27,13,52,51,62,3326,43,,,,,44,,,43,,,43,,1,1,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202506,June 2025,202506,,46,60,42,21,18,51,47,46,3283,43,,,,,43,,,43,,1,43,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202507,July 2025,202507,,78,37,40,30,17,48,88,68,3619,43,,,,,43,,,43,,,43,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202508,August 2025,202508,,53,70,35,40,13,48,42,75,2433,47,,,,,47,,,45,,,45,,2,2,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202509,September 2025,202509,,61,51,62,16,25,56,50,60,4840,48,,,,,48,,,48,,,48,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202510,October 2025,202510,,46,65,48,46,10,58,59,64,3099,51,,,,,51,,,50,,,50,,1,1,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202511,November 2025,202511,,40,45,67,41,9,55,51,76,2273,50,,,,,50,,,48,,2,48,,2,2,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba Clinic(0339),OQQDvB9OAKN,Dur Baba Clinic(0339),AF-F- 0339,,202512,December 2025,202512,,56,30,31,44,18,50,47,69,2500,50,,,,,50,,,50,,,50,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba MHT2(9442),m7fz82bf7Gh,Dur Baba MHT2(9442),AF-F- 9442,,202501,January 2025,202501,,29,75,68,54,71,16,27,4,1090,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba MHT2(9442),m7fz82bf7Gh,Dur Baba MHT2(9442),AF-F- 9442,,202511,November 2025,202511,,45,,,,,17,,,642,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Dor Baba,Dur Baba MHT2(9442),m7fz82bf7Gh,Dur Baba MHT2(9442),AF-F- 9442,,202512,December 2025,202512,,52,24,,,25,40,14,,1538,1,1,,,,,,,,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202501,January 2025,202501,,34,14,3,4,,1,3,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202502,February 2025,202502,,49,14,12,6,,5,2,1,2595,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202503,March 2025,202503,,39,14,8,5,5,4,3,2,2446,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202504,April 2025,202504,,34,15,5,3,1,5,5,,1942,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202505,May 2025,202505,,43,27,10,3,,15,11,2,2889,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202506,June 2025,202506,,30,18,5,6,4,6,4,,2117,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202507,July 2025,202507,,51,17,11,1,2,2,3,,2467,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202508,August 2025,202508,,49,10,10,5,1,,4,1,2233,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202509,September 2025,202509,,83,29,9,7,,6,4,2,2087,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202510,October 2025,202510,,47,26,9,2,4,4,3,1,1756,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202511,November 2025,202511,,40,19,11,6,1,6,4,1,1345,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Nerkh,Durani Clinic(0222),tDq9RhI1w3k,Durani Clinic(0222),AF-F- 0222,,202512,December 2025,202512,,39,24,5,4,5,3,5,1,1809,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202505,May 2025,202505,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202506,June 2025,202506,,,,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202507,July 2025,202507,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202508,August 2025,202508,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202509,September 2025,202509,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202510,October 2025,202510,,,,,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202511,November 2025,202511,,,,,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,East Region Maraston health Center(9922),z6ALNIvm80S,East Region Maraston health Center(9922),AF-F- 9922,,202512,December 2025,202512,,,,,,,,,,558,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202501,January 2025,202501,,45,14,15,8,4,13,14,13,1011,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202502,February 2025,202502,,50,21,10,6,6,10,15,13,1103,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202503,March 2025,202503,,42,23,13,9,7,12,9,10,1107,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202504,April 2025,202504,,48,16,13,10,3,13,12,11,752,2,,,,,1,1,,2,,,2,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202505,May 2025,202505,,49,24,6,8,8,13,14,10,785,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202506,June 2025,202506,,50,31,13,3,3,10,13,10,897,2,,1,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202507,July 2025,202507,,39,21,22,7,4,10,9,10,713,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202508,August 2025,202508,,41,20,12,10,7,13,12,10,723,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202509,September 2025,202509,,58,20,10,5,10,9,11,10,229,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202510,October 2025,202510,,38,21,15,10,5,11,11,13,120,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202511,November 2025,202511,,40,26,16,10,3,12,10,12,770,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Kheil Clinic(0273),dwnl0TFycHH,Ebrahim Kheil Clinic(0273),AF-F- 0273,,202512,December 2025,202512,,46,22,16,9,6,10,14,15,550,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202501,January 2025,202501,,112,36,22,14,9,97,28,,3037,96,,,,,95,1,,96,,1,96,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202502,February 2025,202502,,118,47,28,24,18,70,33,8,3189,67,,2,,,65,2,,65,,1,67,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202503,March 2025,202503,,112,39,25,12,14,105,41,5,3350,107,,1,,,102,3,,107,,4,110,,3,,3,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202504,April 2025,202504,,115,58,26,13,11,112,40,4,2788,107,,1,,1,104,3,,107,,,107,,1,,1,,,,,,,,,,
